type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
3,9064.26,49297.12,40232.86,51248.16,60312.42,0
0,9512.13,58238.92,48726.8,267732.47,277244.6,0
0,12488.14,127130.62,114642.47,42571.82,55059.96,0
1,9447.9,147733.96,138286.06,151472.58,160920.48,0
3,9004.62,264985.17,255980.55,372298.49,381303.1,0
3,9538.34,339195.94,329657.6,482216.09,491754.43,0
1,11858.26,296385.47,284527.21,358935.29,370793.55,0
1,10786.45,74180.17,63393.72,496312.77,507099.22,0
3,17097.31,86043.02,68945.71,349168.99,366266.29,0
0,1084.99,439384.62,438299.64,146897.24,147982.22,0
3,16683.01,279176.16,262493.15,336026.27,352709.28,0
1,16894.1,434968.92,418074.82,351078.38,367972.48,0
0,5769.67,185773.26,180003.59,185863.49,191633.16,0
0,9310.75,307200.0,297889.25,8856.93,18167.68,0
1,8826.92,261831.71,253004.79,351599.89,360426.81,0
1,4448.35,159561.74,155113.4,10850.05,15298.39,0
1,7996.26,234957.69,226961.43,315594.04,323590.3,0
3,983.32,251245.44,250262.12,81808.24,82791.56,0
3,5628.66,100385.49,94756.83,282801.76,288430.42,0
0,16351.98,157505.19,141153.21,251956.51,268308.49,0
1,5762.79,395704.88,389942.09,6756.82,12519.61,1
0,16382.31,457894.12,441511.81,181432.91,197815.22,0
0,10678.83,179897.05,169218.22,300545.58,311224.41,0
0,17609.27,153486.14,135876.87,424303.28,441912.54,0
0,11538.11,97598.58,86060.47,444321.06,455859.17,1
1,690.4,339245.58,338555.19,241924.99,242615.38,0
0,13540.86,161549.85,148008.99,364211.24,377752.11,0
1,992.59,493874.77,492882.18,158227.29,159219.87,0
1,9066.88,162842.4,153775.52,171093.2,180160.08,0
3,18595.59,197068.02,178472.43,97231.76,115827.35,0
1,3387.56,301667.1,298279.54,280974.05,284361.61,0
3,7858.46,400842.15,392983.69,157282.08,165140.54,0
1,14624.22,234759.33,220135.11,42185.45,56809.67,0
1,17656.95,211328.02,193671.07,342503.04,360159.99,0
1,13451.77,497818.92,484367.15,353876.6,367328.37,0
3,5237.65,5246.82,9.17,179996.21,185233.86,0
3,13524.7,447532.64,434007.95,38361.7,51886.4,0
0,6004.88,74570.41,68565.53,213148.86,219153.74,0
3,14396.74,392962.64,378565.9,221167.73,235564.47,0
3,19085.26,308965.78,289880.52,334335.44,353420.7,0
3,14455.73,170923.64,156467.91,157708.2,172163.93,0
3,17271.32,436937.48,419666.16,341299.64,358570.96,0
0,141.87,6453.61,6311.75,435744.27,435886.14,0
3,14379.69,113345.33,98965.64,118743.02,133122.71,0
1,16608.79,283446.4,266837.61,489459.78,506068.57,0
1,907.12,175771.13,174864.01,193184.07,194091.19,0
3,17444.79,305188.75,287743.95,133629.34,151074.14,0
3,5208.22,12055.1,6846.88,210755.59,215963.81,0
1,13339.31,58229.47,44890.15,47198.74,60538.05,0
1,16027.06,63548.12,47521.06,62852.95,78880.02,0
0,13287.02,94641.82,81354.8,207217.02,220504.05,0
1,1936.47,229665.72,227729.25,381222.26,383158.73,0
1,11966.8,376064.35,364097.55,450156.12,462122.92,0
3,11036.71,452769.42,441732.7,332409.0,343445.71,0
1,18016.39,417686.27,399669.87,52609.78,70626.17,0
0,8144.37,98443.94,90299.57,336009.88,344154.25,0
1,6489.51,220575.28,214085.76,317713.96,324203.47,0
3,15022.03,99705.8,84683.77,402881.96,417903.99,0
3,8312.24,132235.91,123923.67,412624.33,420936.57,0
1,12957.31,251773.49,238816.18,434101.54,447058.85,0
3,12964.36,34054.51,21090.16,207065.76,220030.11,0
0,17771.98,109087.16,91315.19,348932.2,366704.18,0
0,12013.98,467689.08,455675.1,134125.18,146139.16,0
1,10092.86,233058.15,222965.29,499668.14,509761.0,0
1,2863.54,222693.26,219829.72,87667.12,90530.66,0
1,2403.18,7283.58,4880.4,5057.22,7460.39,0
3,3171.0,123699.87,120528.87,74404.36,77575.36,0
0,3519.78,433146.22,429626.43,387936.14,391455.93,0
0,12793.75,82314.21,69520.46,223391.84,236185.59,0
3,14845.53,207562.47,192716.94,223750.12,238595.65,0
0,10646.83,7165.45,0.0,477511.46,488158.29,0
1,16597.45,239167.74,222570.29,459817.45,476414.91,0
1,19826.14,10510.55,0.0,155597.37,175423.51,0
1,16418.25,409804.78,393386.53,104529.06,120947.32,1
0,13928.16,412426.88,398498.72,424241.1,438169.26,0
1,10696.6,393871.09,383174.49,453009.54,463706.14,0
3,9032.18,141682.03,132649.86,270798.46,279830.64,0
3,1779.41,418618.61,416839.2,314711.86,316491.26,0
0,8047.44,271499.07,263451.63,128457.14,136504.58,0
3,18211.68,186904.05,168692.38,400401.34,418613.02,0
3,16179.65,312664.98,296485.33,316061.21,332240.86,0
0,4399.42,6170.52,1771.1,251756.76,256156.18,0
1,9385.49,71480.44,62094.94,30054.28,39439.77,0
1,16352.79,371146.77,354793.98,457967.48,474320.27,0
1,1440.95,122080.8,120639.85,307725.71,309166.66,0
0,7809.11,299004.56,291195.45,96345.55,104154.66,0
3,17051.64,192551.3,175499.66,303193.06,320244.7,0
1,8137.57,427402.89,419265.32,338731.68,346869.24,0
1,1644.53,476207.65,474563.12,262885.17,264529.7,0
0,10896.43,441782.36,430885.93,359050.87,369947.3,0
1,17248.68,135310.0,118061.32,290726.97,307975.65,0
0,11846.68,97081.43,85234.75,473884.79,485731.47,0
3,4602.95,237217.45,232614.49,26848.54,31451.49,0
0,7746.37,3667.08,0.0,53122.85,60869.22,0
0,9057.45,12904.7,3847.24,86835.82,95893.27,0
0,11627.4,276645.32,265017.92,345085.54,356712.94,0
0,15211.09,260224.7,245013.62,322797.94,338009.02,0
3,2067.58,497290.99,495223.41,446029.43,448097.02,0
3,17804.08,100920.92,83116.84,366438.73,384242.8,0
1,344.96,129051.96,128707.0,254177.74,254522.71,0
3,7464.04,56770.32,49306.28,495915.9,503379.94,0
3,645.66,458771.5,458125.84,133053.98,133699.64,0
1,7920.19,388905.62,380985.44,416595.83,424516.02,0
3,10563.67,411169.56,400605.89,213395.19,223958.86,0
0,10282.46,451381.89,441099.43,324367.57,334650.03,0
0,3396.0,262449.99,259053.99,363634.24,367030.24,0
1,12950.24,225596.6,212646.36,316877.04,329827.28,0
1,991.09,165195.74,164204.65,70253.65,71244.74,0
1,15261.95,294607.31,279345.36,221475.51,236737.45,0
0,18938.22,227139.2,208200.97,280719.19,299657.41,0
3,6861.4,225782.79,218921.39,424521.88,431383.28,0
0,10393.06,468463.93,458070.87,221822.87,232215.94,0
1,7640.31,492015.76,484375.44,459373.65,467013.97,0
3,233.54,398242.19,398008.66,220187.11,220420.65,0
3,7778.9,378379.05,370600.14,274389.93,282168.83,0
0,15855.23,340279.08,324423.85,398142.84,413998.07,0
1,11960.18,83037.43,71077.25,291533.84,303494.02,0
0,2115.07,29552.91,27437.84,480109.04,482224.11,0
3,16958.08,345363.16,328405.08,330167.92,347125.99,0
0,10668.6,364393.11,353724.51,261354.73,272023.33,0
0,16850.29,23486.5,6636.2,11795.98,28646.28,0
1,11646.41,464025.88,452379.47,206866.45,218512.86,0
1,11237.8,45570.32,34332.52,149624.21,160862.01,0
3,2194.66,142950.27,140755.61,374052.83,376247.49,0
0,3430.46,336194.91,332764.45,104138.84,107569.3,0
0,19443.3,84936.3,65492.99,102610.04,122053.35,1
0,4646.89,27707.94,23061.06,94759.52,99406.41,0
3,19551.3,165573.24,146021.95,62807.81,82359.1,0
3,10685.06,382985.79,372300.72,155503.5,166188.56,0
1,2802.2,206839.34,204037.14,442961.06,445763.26,0
1,2076.11,326486.46,324410.35,387464.24,389540.35,0
1,4256.4,289809.55,285553.15,367625.61,371882.0,0
0,18520.18,11109.24,0.0,398668.4,417188.59,0
0,8341.59,494269.99,485928.4,134708.94,143050.53,0
1,7969.14,20714.04,12744.9,443720.85,451689.99,0
0,6332.8,483901.37,477568.56,68651.69,74984.49,0
1,3026.53,274932.09,271905.56,168172.86,171199.39,0
3,9808.24,481579.51,471771.27,293374.06,303182.3,0
1,2687.95,57376.8,54688.85,51452.54,54140.5,0
3,16726.06,245204.26,228478.2,365065.09,381791.15,0
0,7470.9,84752.05,77281.15,193623.02,201093.92,0
1,7558.59,25487.44,17928.85,392202.83,399761.42,0
0,9532.73,308764.56,299231.83,246448.14,255980.87,0
3,8938.14,103891.71,94953.57,90437.26,99375.4,0
3,19897.67,293848.51,273950.84,367380.91,387278.58,0
3,10953.08,56182.24,45229.16,126071.98,137025.06,0
0,1855.21,165993.24,164138.02,245405.15,247260.36,0
0,12176.86,390816.28,378639.42,37766.63,49943.49,0
0,3116.53,218525.76,215409.23,308933.33,312049.85,0
0,715.66,313872.71,313157.05,332928.88,333644.54,0
3,19417.77,323728.97,304311.2,189337.1,208754.87,0
3,15493.42,421877.52,406384.1,477211.39,492704.81,0
1,19604.17,162461.4,142857.23,437084.46,456688.63,0
1,9609.78,343647.78,334038.0,353970.46,363580.24,0
0,10691.92,480807.9,470115.98,356826.04,367517.96,0
3,3449.91,365121.67,361671.76,126200.86,129650.76,0
3,5013.46,244935.24,239921.78,328407.62,333421.07,0
3,16787.13,315358.72,298571.59,99103.13,115890.26,0
1,7188.09,369841.45,362653.35,72001.61,79189.71,0
1,16553.62,306137.88,289584.26,499733.95,516287.57,0
3,14209.37,8337.91,0.0,311187.97,325397.34,1
3,3625.7,97386.75,93761.05,215493.94,219119.64,0
3,10198.18,405234.11,395035.93,144082.26,154280.44,0
1,13580.01,136325.32,122745.32,301960.22,315540.23,0
3,4777.24,365781.06,361003.82,24796.75,29573.99,0
3,16630.7,186060.11,169429.41,47340.5,63971.2,0
0,10942.07,260942.16,250000.09,16428.35,27370.42,0
0,3388.32,33986.65,30598.33,249584.92,252973.23,0
1,11701.39,90612.78,78911.39,300303.31,312004.7,0
3,19994.3,478598.48,458604.18,31239.88,51234.19,0
3,3095.38,445069.03,441973.65,360612.23,363707.61,0
0,16353.46,326137.56,309784.09,115197.54,131551.0,0
1,4225.45,229822.3,225596.85,342600.73,346826.18,0
0,15669.53,337880.65,322211.12,490948.57,506618.1,0
0,14718.1,309305.14,294587.04,345552.94,360271.04,0
0,6079.74,284276.13,278196.39,441596.53,447676.27,0
0,6583.88,29588.54,23004.66,474099.25,480683.13,0
3,15871.18,316401.31,300530.13,243375.52,259246.7,0
3,9282.77,384460.02,375177.26,351162.49,360445.26,0
0,14643.28,497040.83,482397.55,425984.63,440627.91,0
1,3044.88,5539.28,2494.39,178304.46,181349.34,0
1,17065.9,365086.73,348020.83,130698.66,147764.56,0
1,14246.61,285894.66,271648.05,473299.29,487545.89,0
1,18148.16,217026.09,198877.93,363151.75,381299.91,0
0,2734.21,63785.09,61050.88,109841.07,112575.28,0
3,11900.99,204542.57,192641.59,224541.7,236442.68,0
1,12022.5,177188.59,165166.09,398225.88,410248.38,0
0,7133.87,151414.94,144281.08,273531.5,280665.36,0
1,9223.48,365439.81,356216.33,324976.05,334199.53,0
1,855.83,350362.76,349506.93,376884.1,377739.93,0
0,14942.61,294510.05,279567.43,311004.59,325947.21,0
3,11031.52,469332.41,458300.89,270039.66,281071.18,0
3,1249.05,174927.19,173678.15,374807.14,376056.19,0
0,13647.04,121900.97,108253.93,363781.52,377428.56,0
3,9388.96,327951.66,318562.69,314936.2,324325.16,0
0,785.78,99407.03,98621.25,179894.71,180680.49,0
0,19395.19,157505.25,138110.06,202906.05,222301.24,0
0,18987.33,112301.22,93313.89,485219.27,504206.61,0
3,10306.76,34576.78,24270.03,56192.97,66499.72,0
0,1964.08,413749.37,411785.29,134252.46,136216.54,0
1,15116.96,127270.27,112153.31,246200.88,261317.84,0
3,9889.43,236513.75,226624.32,418364.84,428254.27,0
3,6118.7,21657.64,15538.93,81837.83,87956.54,0
3,9879.22,349669.73,339790.51,138477.31,148356.53,0
3,10496.64,165280.5,154783.86,32899.11,43395.75,0
1,11297.96,372368.36,361070.4,352992.63,364290.6,0
3,8880.35,206201.53,197321.18,119104.72,127985.07,0
3,12154.53,97877.8,85723.27,194337.38,206491.91,0
0,18382.82,256587.54,238204.72,221850.72,240233.54,0
3,7309.13,65252.28,57943.14,445656.97,452966.1,0
1,14541.76,220269.58,205727.82,205665.15,220206.9,0
1,17899.61,158652.74,140753.13,72612.51,90512.12,0
1,9173.99,455979.79,446805.8,262157.47,271331.46,0
1,8924.77,30464.36,21539.59,481479.0,490403.77,0
3,12082.13,347008.71,334926.58,303842.82,315924.95,0
3,11868.99,91375.58,79506.59,491693.61,503562.6,0
1,16151.13,159522.54,143371.41,420553.65,436704.78,0
1,9582.02,207757.03,198175.01,17982.88,27564.9,0
3,19922.85,454007.54,434084.7,329199.8,349122.64,0
1,1283.48,121289.13,120005.65,143383.44,144666.92,0
0,163.04,45654.4,45491.36,279808.43,279971.47,0
1,12839.95,159344.8,146504.86,139672.6,152512.54,0
1,6038.85,52337.99,46299.13,174435.21,180474.06,0
0,4883.61,64298.24,59414.63,461584.36,466467.97,0
0,6306.79,286925.3,280618.51,103321.59,109628.38,0
3,5195.35,30450.97,25255.62,437054.56,442249.91,0
3,712.72,15465.44,14752.72,15228.9,15941.63,0
0,19433.51,357207.05,337773.54,45438.27,64871.78,0
0,4492.84,180823.55,176330.71,427337.52,431830.36,0
3,14707.19,62687.67,47980.48,315278.02,329985.21,0
1,15275.67,126806.39,111530.72,373618.07,388893.74,0
0,18592.22,321043.25,302451.03,104708.84,123301.06,0
3,707.93,137768.28,137060.35,268541.73,269249.66,0
1,17453.76,247260.56,229806.8,368609.61,386063.37,0
0,10591.8,60847.65,50255.85,313657.07,324248.87,0
1,12687.63,294046.82,281359.19,235849.38,248537.01,0
3,12924.96,158038.84,145113.88,479891.89,492816.85,0
0,16413.98,313484.22,297070.24,338078.67,354492.64,0
1,6734.81,404197.44,397462.64,453875.4,460610.21,0
0,14687.72,305823.21,291135.49,364885.26,379572.97,0
1,10618.7,147873.78,137255.08,367731.76,378350.47,0
3,15888.54,127871.85,111983.31,40009.13,55897.68,0
3,19811.87,163710.48,143898.61,179732.31,199544.18,0
0,4092.96,82310.26,78217.3,429184.7,433277.66,0
1,19893.51,90585.93,70692.42,116301.93,136195.44,0
0,1887.26,395345.55,393458.29,57752.93,59640.19,0
0,146.12,192366.29,192220.17,163053.03,163199.15,0
1,978.82,217997.59,217018.77,110218.94,111197.76,0
1,6901.47,297024.73,290123.26,462644.1,469545.57,0
1,12694.84,294826.75,282131.91,433983.32,446678.16,0
3,1473.69,33688.44,32214.75,249841.62,251315.3,0
0,212.75,415770.39,415557.64,30671.94,30884.69,0
0,18748.11,88663.28,69915.17,357281.17,376029.28,0
3,16456.34,361535.82,345079.48,311705.87,328162.21,0
1,16202.75,386335.49,370132.75,485277.34,501480.08,0
3,17700.04,357449.77,339749.72,279476.62,297176.66,0
3,14030.68,289488.82,275458.14,168196.86,182227.54,0
3,2177.64,7304.5,5126.86,259510.85,261688.49,0
0,8042.09,180187.75,172145.65,489631.65,497673.74,0
3,14490.67,302419.71,287929.04,348181.22,362671.89,0
0,5678.66,193725.65,188046.99,335988.07,341666.72,0
0,13779.39,431739.95,417960.56,120340.79,134120.18,0
0,587.52,154401.14,153813.62,371801.26,372388.78,0
1,6192.13,146767.4,140575.26,375135.91,381328.05,0
0,11027.69,132998.85,121971.15,158644.49,169672.19,0
0,12678.59,166390.43,153711.85,241856.92,254535.5,0
1,11583.11,278702.48,267119.37,147301.67,158884.78,0
0,13985.35,353507.65,339522.3,129352.54,143337.89,0
3,221.17,331283.96,331062.79,12948.04,13169.2,1
3,2108.73,403858.91,401750.18,142605.87,144714.6,0
0,17391.99,442957.0,425565.01,276984.97,294376.97,0
1,13666.8,408039.52,394372.72,800.59,14467.39,0
3,2347.34,9472.7,7125.36,141609.54,143956.88,0
1,16857.28,367958.98,351101.7,440705.17,457562.45,0
1,4920.4,104199.79,99279.39,296824.29,301744.69,0
3,9617.37,66464.02,56846.65,303931.41,313548.78,0
1,2989.41,319244.39,316254.98,201682.15,204671.56,0
3,14231.19,159871.6,145640.41,338236.07,352467.26,0
1,13370.4,28558.58,15188.18,94966.38,108336.79,0
3,4301.14,68814.87,64513.73,409373.41,413674.54,0
0,17281.68,464.71,0.0,58344.56,75626.24,0
3,8085.99,451611.81,443525.82,328000.68,336086.67,0
3,5921.05,12308.99,6387.94,170574.66,176495.71,0
3,3131.36,104727.88,101596.53,373756.49,376887.84,0
3,5396.74,208131.39,202734.65,274882.28,280279.02,0
1,538.34,178285.66,177747.33,226176.52,226714.85,0
0,11706.82,455862.94,444156.11,84711.2,96418.03,0
3,16860.39,20144.47,3284.08,318410.73,335271.12,0
1,11024.71,256107.35,245082.64,487384.92,498409.63,1
0,4463.55,340239.73,335776.18,412801.71,417265.26,0
0,770.02,465848.99,465078.97,30004.1,30774.11,0
0,4371.1,310185.63,305814.53,188114.69,192485.79,0
0,8380.82,401877.62,393496.8,462791.5,471172.32,0
3,15216.27,41862.47,26646.2,251521.87,266738.14,0
3,3838.07,192969.76,189131.68,331055.91,334893.99,0
1,14423.85,186973.57,172549.72,456299.67,470723.52,0
1,17351.98,443144.11,425792.13,436897.35,454249.32,0
1,9133.54,75685.59,66552.04,250910.19,260043.73,0
0,16446.5,75943.09,59496.59,218823.15,235269.65,0
0,11137.68,164279.07,153141.39,169846.31,180983.99,0
3,12778.11,27233.02,14454.92,359509.72,372287.83,0
0,10572.94,91229.02,80656.08,143493.4,154066.34,0
0,9317.14,482604.82,473287.68,124943.8,134260.94,0
0,4769.6,214091.97,209322.37,178124.95,182894.55,0
1,6133.56,316009.6,309876.04,88607.53,94741.09,0
1,5870.41,363055.63,357185.22,347559.91,353430.31,0
3,11309.45,183480.7,172171.25,308120.32,319429.77,0
0,2487.08,73613.54,71126.46,241439.27,243926.35,0
0,18344.15,103290.51,84946.35,195162.89,213507.04,0
3,14441.04,156633.24,142192.2,454531.27,468972.31,0
0,8088.77,318034.21,309945.44,14561.89,22650.66,0
0,3256.62,199140.27,195883.65,384553.87,387810.49,0
1,17651.64,3407.35,0.0,450954.79,468606.43,0
3,16493.18,261703.59,245210.41,223177.29,239670.47,0
3,14462.26,460756.7,446294.44,275345.25,289807.5,0
3,5503.79,406038.81,400535.02,472231.84,477735.63,0
3,8108.69,412605.69,404497.0,106138.76,114247.45,0
1,2144.69,397529.01,395384.32,260067.42,262212.11,0
1,3861.89,161865.41,158003.53,237360.56,241222.45,0
0,15682.03,382596.92,366914.89,129196.32,144878.36,0
0,14329.27,71580.68,57251.41,409296.62,423625.89,0
0,11910.37,328858.07,316947.71,449800.3,461710.66,0
0,17924.96,320784.28,302859.32,390966.29,408891.25,0
1,11707.0,12784.9,1077.9,97679.48,109386.48,0
3,9392.66,393985.07,384592.4,43374.32,52766.98,0
1,6873.38,451624.05,444750.67,302722.24,309595.62,0
0,18814.93,133707.64,114892.71,28547.38,47362.31,0
1,1746.04,406195.36,404449.32,336412.94,338158.98,0
3,18624.66,41202.99,22578.33,265212.11,283836.77,0
3,16551.62,299983.93,283432.31,331392.87,347944.49,1
1,2685.61,242823.43,240137.83,295085.39,297770.99,0
1,11343.19,272961.77,261618.58,211351.28,222694.47,0
1,17344.3,463102.6,445758.3,100438.59,117782.89,0
0,11479.0,435657.62,424178.62,152851.07,164330.07,0
1,18153.28,392541.83,374388.55,262250.29,280403.56,0
1,18865.38,136849.23,117983.85,325934.05,344799.42,0
1,8505.45,455909.31,447403.86,389741.51,398246.96,1
3,7608.54,48753.85,41145.3,383585.36,391193.9,0
3,18732.79,426664.61,407931.82,486344.37,505077.16,0
0,13535.29,164080.04,150544.75,142920.72,156456.01,0
0,2408.85,26886.16,24477.3,35555.35,37964.21,0
3,941.61,334678.49,333736.89,172828.47,173770.07,0
3,11336.12,115639.96,104303.85,371647.24,382983.36,0
3,18610.4,121785.56,103175.16,219055.83,237666.23,0
1,16900.55,153023.58,136123.03,408894.22,425794.76,0
1,13549.37,31842.38,18293.01,274663.18,288212.55,0
3,2868.41,88563.57,85695.17,464895.86,467764.27,0
1,5159.2,2569.81,0.0,473931.72,479090.93,0
1,17522.67,222704.76,205182.09,34652.25,52174.93,0
0,3737.86,42127.69,38389.82,228206.72,231944.58,0
3,5640.94,341326.3,335685.36,304844.53,310485.47,0
3,2679.05,117811.43,115132.37,127936.27,130615.32,0
1,13554.55,471787.07,458232.52,203538.39,217092.94,0
3,18885.25,435625.81,416740.57,338840.77,357726.02,0
0,5452.46,144720.45,139267.98,113367.11,118819.58,0
0,9560.59,391607.73,382047.14,300990.68,310551.27,0
0,12723.36,401622.45,388899.09,348723.91,361447.27,0
3,19989.38,493281.56,473292.18,45248.16,65237.53,0
3,2185.68,298919.99,296734.31,248764.66,250950.34,0
3,10021.56,40982.87,30961.31,131540.01,141561.57,0
3,7763.89,323418.61,315654.72,362193.18,369957.07,0
3,17329.82,312489.87,295160.05,94777.75,112107.58,0
0,9571.76,319175.29,309603.53,446118.96,455690.72,0
1,2308.45,153572.82,151264.37,215470.67,217779.12,0
0,12725.04,429839.79,417114.75,99001.52,111726.56,0
3,15438.53,479736.09,464297.56,219010.9,234449.43,0
0,157.34,108856.26,108698.92,204371.88,204529.22,0
3,17193.24,44076.08,26882.84,214459.48,231652.72,0
3,3801.86,97267.52,93465.66,292780.65,296582.5,0
0,11086.18,410276.07,399189.89,260586.86,271673.04,0
3,8374.37,338322.32,329947.95,74888.57,83262.94,0
1,14421.11,318023.67,303602.56,32789.54,47210.65,0
3,7486.12,200896.57,193410.45,364707.72,372193.84,0
1,17408.29,288913.99,271505.7,279858.72,297267.01,0
1,14636.88,153937.06,139300.19,179500.38,194137.26,0
3,12989.49,238600.04,225610.55,404178.91,417168.4,0
0,15945.19,396531.51,380586.33,194029.24,209974.42,0
1,15105.06,490620.8,475515.74,397982.54,413087.6,0
0,815.18,466244.46,465429.28,152878.06,153693.24,0
1,7955.21,466932.97,458977.76,36422.65,44377.86,0
3,18623.07,201111.87,182488.8,466319.85,484942.91,0
3,2601.91,234394.94,231793.03,197275.56,199877.48,0
1,14768.22,352817.7,338049.48,396346.29,411114.51,0
3,19494.38,461095.96,441601.59,139572.07,159066.44,0
1,1138.75,70997.13,69858.38,323182.56,324321.31,0
3,13675.66,152120.93,138445.27,436655.44,450331.09,0
0,9416.27,69623.42,60207.15,20822.01,30238.28,0
3,11625.59,306004.26,294378.68,415317.88,426943.47,0
0,1798.29,153150.5,151352.21,285666.5,287464.8,0
3,955.84,163053.93,162098.09,303735.88,304691.72,0
0,13370.65,35457.98,22087.33,261579.0,274949.65,0
3,16483.86,174898.03,158414.17,437237.55,453721.41,0
0,15662.11,431248.25,415586.15,21716.68,37378.78,0
1,10921.73,116536.41,105614.67,130514.2,141435.93,0
1,2087.35,347593.73,345506.38,437881.27,439968.62,1
0,13792.08,314814.17,301022.09,376172.85,389964.94,1
3,4913.59,431742.3,426828.72,8822.58,13736.17,0
0,18230.27,66143.97,47913.71,258503.14,276733.41,0
3,16781.48,488794.98,472013.5,264786.34,281567.82,0
1,14216.72,291314.32,277097.6,200441.07,214657.79,0
3,18982.03,497737.08,478755.04,148696.67,167678.7,0
1,725.29,455757.36,455032.07,340862.43,341587.72,0
3,14750.39,110758.64,96008.25,103895.23,118645.62,0
3,6671.83,28081.0,21409.17,399474.28,406146.11,0
3,18130.71,127819.55,109688.84,401518.58,419649.29,0
0,5406.84,263781.82,258374.99,207630.72,213037.56,0
0,14524.64,85798.18,71273.54,141774.01,156298.65,0
1,17565.18,83729.87,66164.7,141939.09,159504.27,0
1,928.97,231296.77,230367.8,241145.66,242074.63,0
0,8013.19,16633.99,8620.8,359789.61,367802.8,0
1,15269.95,60944.04,45674.09,179434.35,194704.3,0
0,9152.89,207930.67,198777.78,305021.67,314174.56,0
3,5418.33,31564.95,26146.63,191242.23,196660.56,0
1,4474.13,198377.53,193903.4,152261.59,156735.72,0
1,2717.21,237003.13,234285.92,12429.76,15146.97,0
0,17156.88,225633.31,208476.43,1957.05,19113.93,0
1,11549.57,434587.43,423037.86,113603.84,125153.41,0
1,1620.06,265031.23,263411.17,203203.14,204823.2,0
3,7713.35,233990.23,226276.88,425630.58,433343.93,0
1,7417.9,205354.62,197936.72,399242.12,406660.02,0
3,3716.61,408811.69,405095.08,133582.63,137299.24,0
0,8766.6,447528.3,438761.7,122270.22,131036.82,0
1,6708.78,426621.23,419912.46,113661.04,120369.81,0
3,6901.89,336773.29,329871.4,169618.67,176520.56,0
0,14806.63,68680.87,53874.24,249099.36,263905.99,0
1,4542.94,138434.98,133892.04,219333.89,223876.83,0
0,12873.01,23031.53,10158.52,109136.6,122009.61,0
1,11455.93,465412.04,453956.11,65225.7,76681.63,0
0,11405.04,330399.26,318994.22,6288.91,17693.95,0
0,13293.85,373181.44,359887.6,76981.62,90275.47,0
3,11012.8,155785.87,144773.07,352678.19,363690.99,0
0,17597.18,422826.76,405229.58,121819.28,139416.46,0
1,13544.04,129801.64,116257.6,234300.91,247844.95,0
1,10984.57,821.88,0.0,295650.57,306635.14,0
3,16612.29,188207.48,171595.2,443420.45,460032.74,0
1,12162.32,285380.74,273218.42,444427.55,456589.87,0
1,5893.77,239352.43,233458.66,372866.87,378760.64,0
1,4221.19,431038.07,426816.88,17578.5,21799.68,0
0,3131.32,52702.64,49571.32,287535.21,290666.53,0
0,17999.16,276911.72,258912.56,393291.74,411290.89,0
1,14231.7,256489.67,242257.98,8644.02,22875.72,0
3,18753.83,140696.49,121942.66,274842.31,293596.14,0
0,12105.51,411114.06,399008.55,428882.07,440987.58,0
3,9520.68,376424.33,366903.65,237051.04,246571.72,0
1,1288.36,366429.59,365141.24,2053.1,3341.46,0
1,13465.68,438096.24,424630.56,5506.68,18972.36,0
0,11685.95,361392.3,349706.35,208318.02,220003.97,0
1,19805.16,115920.65,96115.49,77504.33,97309.49,0
0,4859.26,352781.36,347922.1,332225.33,337084.59,0
1,10661.67,153851.41,143189.73,354399.63,365061.31,0
1,13054.05,121087.33,108033.27,88939.9,101993.95,0
0,12927.36,36501.8,23574.43,444266.64,457194.01,0
0,11269.74,372014.29,360744.55,220953.92,232223.66,0
0,15560.87,355500.48,339939.61,71422.95,86983.82,0
1,4179.13,117249.74,113070.61,382125.8,386304.93,0
1,14539.98,374689.51,360149.53,394987.25,409527.23,0
3,12432.72,458920.44,446487.72,319647.74,332080.45,0
0,17931.89,54014.48,36082.58,426732.78,444664.67,0
1,16959.17,116318.32,99359.15,368686.49,385645.66,0
1,6371.43,375130.4,368758.97,441102.87,447474.29,0
0,5597.12,137253.34,131656.21,216944.02,222541.15,0
3,19634.9,312331.99,292697.09,373798.56,393433.47,0
0,10592.58,40582.11,29989.54,499875.78,510468.36,0
3,18137.78,226101.24,207963.46,362465.6,380603.38,0
1,3361.23,369545.71,366184.48,57091.89,60453.12,0
3,12892.1,343256.97,330364.88,259159.36,272051.46,0
1,16216.22,407536.05,391319.83,293673.9,309890.11,0
0,18953.17,438726.06,419772.9,87105.34,106058.5,0
0,6813.07,386591.75,379778.68,481445.82,488258.89,0
0,14527.13,335793.87,321266.75,87789.89,102317.01,0
3,10822.38,15861.25,5038.87,88778.96,99601.34,0
1,1306.52,267483.34,266176.82,457583.57,458890.08,0
0,13830.99,18848.86,5017.87,232602.72,246433.71,0
0,13832.92,404033.91,390200.99,31594.14,45427.06,0
1,18619.08,160362.26,141743.19,299093.75,317712.83,0
0,9996.52,281214.69,271218.17,300913.17,310909.69,0
1,4681.99,139722.65,135040.66,32250.38,36932.37,0
1,986.82,391250.07,390263.25,486261.25,487248.07,0
1,8371.28,443251.26,434879.98,272014.98,280386.26,0
1,6108.14,199321.25,193213.1,279897.86,286006.0,0
1,15245.66,431461.2,416215.54,260057.71,275303.36,0
3,7149.93,133537.5,126387.58,305365.89,312515.82,0
